filing_number,time_filed,form_type,skeda_lines,skedb_lines,skede_lines,other_lines,total_lines
962874,10/20 05:01 PM,F6N,4,0,0,0,4
962873,10/20 05:00 PM,F1A,0,0,0,0,0
962872,10/20 05:00 PM,F3XN,8,19,0,1,28
962871,10/20 05:00 PM,F3XN,0,4,0,0,4
962870,10/20 05:00 PM,F3XN,25,0,0,0,25
962869,10/20 04:59 PM,F3XN,0,1,0,0,1
962868,10/20 04:58 PM,F3XN,2,4,0,0,6
962867,10/20 04:58 PM,F3XN,18,28,0,10,56
962866,10/20 04:57 PM,F3XN,325,356,0,47,728
962865,10/20 04:57 PM,F3XN,0,21,0,0,21
962864,10/20 04:56 PM,F3XN,5,6,0,0,11
962863,10/20 04:56 PM,F3XN,0,1,0,0,1
962862,10/20 04:55 PM,F3XN,6,6,0,0,12
962861,10/20 04:55 PM,F6N,1,0,0,0,1
962860,10/20 04:53 PM,F1A,0,0,0,0,0
962859,10/20 04:53 PM,F3XN,554,71,0,0,625
962858,10/20 04:53 PM,F3XN,0,0,0,0,0
962857,10/20 04:53 PM,F6N,12,0,0,0,12
962856,10/20 04:53 PM,F3XN,1,3,0,0,4
962855,10/20 04:52 PM,F3XN,56,1,0,0,57
962854,10/20 04:52 PM,F3XN,21,7,0,0,28
962853,10/20 04:52 PM,F3XA,89,29,0,0,118
962852,10/20 04:51 PM,F3XN,23,26,0,0,49
962851,10/20 04:51 PM,F3XN,3,4,0,0,7
962850,10/20 04:51 PM,F6N,12,0,0,0,12
962849,10/20 04:50 PM,F6N,8,0,0,0,8
962848,10/20 04:50 PM,F3XN,3,3,0,0,6
962847,10/20 04:48 PM,F3XN,0,1,0,0,1
962846,10/20 04:48 PM,F3XN,0,1,0,0,1
962845,10/20 04:47 PM,F3XN,126,17,0,0,143
962844,10/20 04:47 PM,F3XN,104,0,0,0,104
962843,10/20 04:47 PM,F3XA,84,484,5,407,980
962842,10/20 04:47 PM,F3XN,23,20,0,0,43
962841,10/20 04:46 PM,F3XN,210,19,0,0,229
962840,10/20 04:46 PM,F3XN,0,0,0,0,0
962839,10/20 04:46 PM,F3XN,2,1,0,1,4
962838,10/20 04:45 PM,F3XN,4603,77,0,0,4680
962837,10/20 04:45 PM,F3XA,7,5,0,0,12
962836,10/20 04:45 PM,F3XN,5,2,0,0,7
962835,10/20 04:45 PM,F3XN,382,55,1,0,438
962834,10/20 04:43 PM,F3XN,171,20,0,1,192
962833,10/20 04:43 PM,F3XN,3,12,0,0,15
962832,10/20 04:43 PM,F6N,3,0,0,0,3
962831,10/20 04:43 PM,F3XN,1,1,0,0,2
962830,10/20 04:43 PM,F3XN,12,4,0,0,16
962829,10/20 04:43 PM,F3XN,0,4,0,0,4
962828,10/20 04:42 PM,F3XN,30,0,0,0,30
962827,10/20 04:42 PM,F3XN,132,93,0,37,262
962826,10/20 04:42 PM,F3XN,0,7,0,0,7
962825,10/20 04:42 PM,F24N,0,0,2,0,2
962824,10/20 04:41 PM,F3XN,6,13,0,0,19
962823,10/20 04:41 PM,F6N,5,0,0,0,5
962822,10/20 04:41 PM,F3N,2,2,0,4,8
962821,10/20 04:41 PM,F3XN,1083,121,0,0,1204
962820,10/20 04:40 PM,F3XN,14,2,0,0,16
962819,10/20 04:40 PM,F3XN,16,9,0,0,25
962818,10/20 04:40 PM,F6N,8,0,0,0,8
962817,10/20 04:40 PM,F3XN,1747,159,0,0,1906
962816,10/20 04:40 PM,F6N,2,0,0,0,2
962815,10/20 04:40 PM,F3XN,9,6,0,0,15
962814,10/20 04:39 PM,F3XN,110,3,0,0,113
962813,10/20 04:39 PM,F3A,45,47,0,3,95
962812,10/20 04:39 PM,F3XN,264,3,0,0,267
962811,10/20 04:38 PM,F3XN,14,0,0,0,14
962810,10/20 04:38 PM,F3XN,18,11,0,0,29
962809,10/20 04:37 PM,F3XN,0,9,0,0,9
962808,10/20 04:36 PM,F3XN,0,0,0,0,0
962807,10/20 04:36 PM,F3XN,24,52,0,0,76
962806,10/20 04:36 PM,F3XN,337,249,0,1,587
962805,10/20 04:35 PM,F3XN,80,1,0,0,81
962804,10/20 04:35 PM,F6N,3,0,0,2,5
962803,10/20 04:35 PM,F3XN,69,2,0,0,71
962802,10/20 04:34 PM,F3XN,3,14,0,0,17
962801,10/20 04:34 PM,F3XN,19,21,0,0,40
962800,10/20 04:34 PM,F3XN,133,20,47,18,218
962799,10/20 04:33 PM,F3XN,5,40,0,0,45
962798,10/20 04:33 PM,F24N,0,0,1,0,1
962797,10/20 04:32 PM,F3XN,14,1,0,0,15
962796,10/20 04:32 PM,F3XN,63,181,0,0,244
962795,10/20 04:32 PM,F3XN,11,0,0,0,11
962794,10/20 04:32 PM,F3XN,17,5,0,0,22
962793,10/20 04:31 PM,F3XN,2,0,0,0,2
962792,10/20 04:31 PM,F3XN,87,4,0,0,91
962791,10/20 04:31 PM,F6N,9,0,0,0,9
962790,10/20 04:31 PM,F3XN,0,0,0,0,0
962789,10/20 04:31 PM,F3XN,6,9,0,0,15
962788,10/20 04:31 PM,F3XN,764,115,0,0,879
962787,10/20 04:30 PM,F3XN,0,1,0,0,1
962786,10/20 04:30 PM,F3XN,0,0,0,0,0
962785,10/20 04:30 PM,F6N,6,0,0,0,6
962784,10/20 04:29 PM,F6N,2,0,0,0,2
962783,10/20 04:29 PM,F3XN,1,0,0,0,1
962782,10/20 04:29 PM,F3XN,410,89,0,140,639
962781,10/20 04:29 PM,F3XN,3,3,0,0,6
962780,10/20 04:29 PM,F3XN,0,0,0,0,0
962779,10/20 04:28 PM,F3XN,125,10,0,0,135
962778,10/20 04:27 PM,F6N,1,0,0,0,1
962777,10/20 04:27 PM,F3XN,54,31,0,0,85
962776,10/20 04:26 PM,F3XN,0,3,0,0,3
962775,10/20 04:26 PM,F5N,0,0,11,0,11
962774,10/20 04:26 PM,F3XN,0,1,0,0,1
962773,10/20 04:25 PM,F3XN,462,30,0,0,492
962772,10/20 04:24 PM,F3XN,0,1,0,0,1
962771,10/20 04:24 PM,F3XN,74,81,0,0,155
962770,10/20 04:24 PM,F3XN,13,2,0,0,15
962769,10/20 04:23 PM,F5N,0,0,2,0,2
962768,10/20 04:23 PM,F3XN,24,2,0,0,26
962767,10/20 04:23 PM,F3XN,0,1,0,0,1
962766,10/20 04:22 PM,F3XN,117,24,0,106,247
962765,10/20 04:22 PM,F6N,4,0,0,0,4
962764,10/20 04:22 PM,F3XN,140,3,0,0,143
962763,10/20 04:21 PM,F24A,0,0,5,0,5
962762,10/20 04:21 PM,F24N,0,0,1,0,1
962761,10/20 04:21 PM,F3XN,53,9,0,0,62
962760,10/20 04:21 PM,F3XN,120,27,0,0,147
962759,10/20 04:20 PM,F3XN,72,12,0,0,84
962758,10/20 04:19 PM,F3XN,73,91,0,0,164
962757,10/20 04:19 PM,F6N,1,0,0,0,1
962756,10/20 04:19 PM,F6N,3,0,0,0,3
962755,10/20 04:18 PM,F3XN,1558,115,0,0,1673
962754,10/20 04:18 PM,F3XN,219,37,0,0,256
962753,10/20 04:18 PM,F3XN,494,142,0,0,636
962752,10/20 04:18 PM,F6N,1,0,0,0,1
962751,10/20 04:17 PM,F3XN,2,3,0,0,5
962750,10/20 04:17 PM,F3XA,49,6,0,0,55
962749,10/20 04:17 PM,F3XN,2,0,0,0,2
962748,10/20 04:17 PM,F3XN,8,42,0,0,50
962747,10/20 04:16 PM,F6N,1,0,0,0,1
962746,10/20 04:15 PM,F3XN,8,0,0,0,8
962745,10/20 04:15 PM,F3XN,19,25,0,0,44
962744,10/20 04:14 PM,F3XA,1,0,0,1,2
962743,10/20 04:14 PM,F3XN,83,37,0,0,120
962742,10/20 04:14 PM,F3XN,71,118,51,26,266
962741,10/20 04:14 PM,F3XN,6,0,0,0,6
962740,10/20 04:13 PM,F3XN,0,2,0,0,2
962739,10/20 04:13 PM,F3XN,869,138,0,0,1007
962738,10/20 04:13 PM,F3XN,1,3,0,0,4
962737,10/20 04:13 PM,F3XN,0,8,0,0,8
962736,10/20 04:13 PM,F3XN,58,66,0,0,124
962735,10/20 04:13 PM,F3XN,34,21,0,0,55
962734,10/20 04:13 PM,F6N,3,0,0,0,3
962733,10/20 04:12 PM,F3XN,86,4,0,0,90
962732,10/20 04:12 PM,F3XN,142,11,0,0,153
962731,10/20 04:12 PM,F24N,0,0,1,0,1
962730,10/20 04:12 PM,F6N,2,0,0,0,2
962729,10/20 04:11 PM,F3XN,72,5,0,0,77
962728,10/20 04:11 PM,F3XN,112,42,0,0,154
962727,10/20 04:11 PM,F3XN,243,48,0,0,291
962726,10/20 04:11 PM,F3XA,0,4,0,1,5
962725,10/20 04:11 PM,F3XN,19,0,0,0,19
962724,10/20 04:11 PM,F3XN,0,0,0,0,0
962723,10/20 04:09 PM,F3XA,6,2,0,1,9
962722,10/20 04:09 PM,F3XN,65,1,0,0,66
962721,10/20 04:08 PM,F3XN,65,3,0,0,68
962720,10/20 04:08 PM,F6N,1,0,0,0,1
962719,10/20 04:08 PM,F3XN,113,22,0,0,135
962718,10/20 04:07 PM,F3XN,547,64,0,0,611
962717,10/20 04:07 PM,F3XN,237,22,0,0,259
962716,10/20 04:07 PM,F3XN,6,11,0,0,17
962715,10/20 04:07 PM,F6N,8,0,0,0,8
962714,10/20 04:06 PM,F3XN,80,1,0,0,81
962713,10/20 04:06 PM,F6N,4,0,0,0,4
962712,10/20 04:06 PM,F3XN,0,4,0,1,5
962711,10/20 04:06 PM,F3XN,22,0,0,0,22
962710,10/20 04:05 PM,F3XN,3,1,0,0,4
962709,10/20 04:05 PM,F3XN,12,46,0,0,58
962708,10/20 04:05 PM,F3A,235,74,0,9,318
962707,10/20 04:05 PM,F3XN,236,114,0,0,350
962706,10/20 04:04 PM,F24A,0,0,3,0,3
962705,10/20 04:03 PM,F3XN,19,7,0,0,26
962704,10/20 04:03 PM,F6N,1,0,0,0,1
962703,10/20 04:03 PM,F6N,1,0,0,0,1
962702,10/20 04:02 PM,F3XN,16,1,0,2,19
962701,10/20 04:02 PM,F3XN,34,28,0,0,62
962700,10/20 04:02 PM,F3XN,17,42,0,0,59
962699,10/20 04:02 PM,F6N,1,0,0,0,1
962698,10/20 04:02 PM,F6N,1,0,0,0,1
962697,10/20 04:01 PM,F3XN,275,144,0,188,607
962696,10/20 04:01 PM,F3XN,1,1,0,0,2
962695,10/20 04:00 PM,F3XN,32,66,0,0,98
962694,10/20 04:00 PM,F3XN,15,0,0,4,19
962693,10/20 03:59 PM,F6N,2,0,0,0,2
962692,10/20 03:59 PM,F3XN,45,0,0,0,45
962691,10/20 03:59 PM,F3XN,567,103,0,0,670
962690,10/20 03:59 PM,F3XN,90,7,0,0,97
962689,10/20 03:58 PM,F3XN,34,2,0,2,38
962688,10/20 03:57 PM,F3XN,2,4,0,0,6
962687,10/20 03:57 PM,F3XN,54,20,0,9,83
962686,10/20 03:57 PM,F6N,2,0,0,0,2
962685,10/20 03:57 PM,F3XN,3,15,0,0,18
962684,10/20 03:56 PM,F3XN,31,10,0,69,110
962683,10/20 03:55 PM,F3XN,0,3,0,0,3
962682,10/20 03:55 PM,F3XN,110,101,0,0,211
962681,10/20 03:54 PM,F6N,2,0,0,0,2
962680,10/20 03:54 PM,F6N,2,0,0,0,2
962679,10/20 03:53 PM,F3XN,1,7,0,3,11
962678,10/20 03:53 PM,F3XN,3,1,0,0,4
962677,10/20 03:52 PM,F3A,14,39,0,1,54
962676,10/20 03:51 PM,F3XN,3,36,0,0,39
962675,10/20 03:50 PM,F99,0,0,0,0,0
962674,10/20 03:49 PM,F3XN,1832,198,1,1,2032
962673,10/20 03:48 PM,F3XN,34,10,0,65,109
962672,10/20 03:48 PM,F3XN,1,0,0,1,2
962671,10/20 03:48 PM,F3XN,0,0,0,0,0
962670,10/20 03:47 PM,F6N,2,0,0,0,2
962669,10/20 03:47 PM,F3XN,0,0,0,0,0
962668,10/20 03:47 PM,F3XN,2,0,0,0,2
962667,10/20 03:46 PM,F3XN,1,1,0,1,3
962666,10/20 03:45 PM,F1A,0,0,0,0,0
962665,10/20 03:45 PM,F3XN,214,54,0,317,585
962664,10/20 03:45 PM,F3XN,3,3,0,0,6
962663,10/20 03:44 PM,F3XN,11,0,0,0,11
962662,10/20 03:43 PM,F3XN,0,0,0,0,0
962661,10/20 03:42 PM,F3XN,0,1,0,0,1
962660,10/20 03:42 PM,F99,0,0,0,0,0
962659,10/20 03:42 PM,F6N,2,0,0,0,2
962658,10/20 03:42 PM,F3XN,2,0,0,0,2
962657,10/20 03:41 PM,F3XN,30,33,0,0,63
962656,10/20 03:40 PM,F6N,4,0,0,0,4
962655,10/20 03:40 PM,F3XN,0,3,0,0,3
962654,10/20 03:40 PM,F3XN,424,51,0,1,476
962653,10/20 03:39 PM,F3XN,0,1,0,0,1
962652,10/20 03:38 PM,F3XN,1073,97,4,1,1175
962651,10/20 03:36 PM,F3XN,0,0,0,0,0
962650,10/20 03:35 PM,F6N,1,0,0,0,1
962649,10/20 03:35 PM,F3XN,101,14,0,0,115
962648,10/20 03:35 PM,F3XA,16,1,0,0,17
962647,10/20 03:34 PM,F6N,4,0,0,0,4
962646,10/20 03:33 PM,F3XN,0,5,0,0,5
962645,10/20 03:33 PM,F3XN,159,4,0,0,163
962644,10/20 03:33 PM,F6N,1,0,0,0,1
962643,10/20 03:32 PM,F3XN,1168,138,0,0,1306
962642,10/20 03:31 PM,F3XN,231,73,12,20,336
962641,10/20 03:31 PM,F99,0,0,0,0,0
962640,10/20 03:31 PM,F3XN,5,3,0,0,8
962639,10/20 03:31 PM,F3XN,2,2,0,0,4
962638,10/20 03:30 PM,F24N,0,0,1,0,1
962637,10/20 03:30 PM,F3XN,285,493,3,7,788
962636,10/20 03:30 PM,F3XN,94,161,0,123,378
962635,10/20 03:28 PM,F3XN,1,0,0,0,1
962634,10/20 03:28 PM,F3XN,41,0,0,0,41
962633,10/20 03:28 PM,F3XN,11,0,0,0,11
962632,10/20 03:28 PM,F3XN,128,70,0,61,259
962631,10/20 03:27 PM,F3XN,0,0,0,0,0
962630,10/20 03:26 PM,F3XN,0,0,0,0,0
962629,10/20 03:25 PM,F3XN,1600,124,0,1,1725
962628,10/20 03:25 PM,F3XN,0,0,0,2,2
962627,10/20 03:25 PM,F3XN,0,3,0,1,4
962626,10/20 03:24 PM,F3XN,9,2,0,34,45
962625,10/20 03:23 PM,F3XN,5692,159,0,1,5852
962624,10/20 03:23 PM,F3XN,0,0,0,0,0
962623,10/20 03:22 PM,F3XN,182,48,0,1,231
962622,10/20 03:22 PM,F3XN,5,11,0,1,17
962621,10/20 03:22 PM,F3XN,31,43,0,0,74
962620,10/20 03:22 PM,F3XN,45,63,0,121,229
962619,10/20 03:21 PM,F3XN,138,17,0,0,155
962618,10/20 03:20 PM,F3XN,24,40,0,0,64
962617,10/20 03:20 PM,F6N,3,0,0,0,3
962616,10/20 03:19 PM,F3XA,24,1,0,0,25
962615,10/20 03:18 PM,F3XN,439,72,0,0,511
962614,10/20 03:18 PM,F3XN,31,1,0,0,32
962613,10/20 03:17 PM,F3XA,5455,85,0,3,5543
962612,10/20 03:17 PM,F3XN,24,12,0,0,36
962611,10/20 03:17 PM,F6N,4,0,0,0,4
962610,10/20 03:17 PM,F3XN,0,0,0,0,0
962609,10/20 03:16 PM,F1N,0,0,0,0,0
962608,10/20 03:16 PM,F3XN,0,2,0,0,2
962607,10/20 03:15 PM,F3XN,6,15,0,0,21
962606,10/20 03:15 PM,F3XN,3,0,0,0,3
962605,10/20 03:14 PM,F99,0,0,0,0,0
962604,10/20 03:13 PM,F3XN,2373,2314,0,0,4687
962603,10/20 03:13 PM,F3XN,6,6,0,0,12
962602,10/20 03:13 PM,F6N,2,0,0,0,2
962601,10/20 03:12 PM,F3XN,58,21,0,1,80
962600,10/20 03:12 PM,F1A,0,0,0,0,0
962599,10/20 03:12 PM,F3XN,225,15,0,157,397
962598,10/20 03:12 PM,F3XA,46,77,0,35,158
962597,10/20 03:12 PM,F3XN,2,0,0,0,2
962596,10/20 03:11 PM,F3XN,718,13,0,1,732
962595,10/20 03:10 PM,F3XN,0,15,0,0,15
962594,10/20 03:08 PM,F3XN,1,2,0,12,15
962593,10/20 03:07 PM,F3XN,1701,153,0,2,1856
962592,10/20 03:07 PM,F3A,290,210,0,0,500
962591,10/20 03:06 PM,F3XN,0,0,0,0,0
962590,10/20 03:06 PM,F3XN,75,39,0,0,114
962589,10/20 03:06 PM,F3XA,628,598,0,0,1226
962588,10/20 03:05 PM,F6A,5,0,0,0,5
962587,10/20 03:05 PM,F3N,14,33,0,0,47
962586,10/20 03:04 PM,F3XN,311,0,0,0,311
962585,10/20 03:03 PM,F3XN,1137,180,0,0,1317
962584,10/20 03:03 PM,F3XN,111,17,0,0,128
962583,10/20 03:02 PM,F3XN,226,12,0,0,238
962582,10/20 03:02 PM,F3N,14,16,0,1,31
962581,10/20 03:01 PM,F3XN,5,1,0,0,6
962580,10/20 03:01 PM,F3XN,41,39,0,1,81
962579,10/20 03:01 PM,F3XN,2,4,0,0,6
962578,10/20 03:00 PM,F3XN,0,2,0,0,2
962577,10/20 03:00 PM,F6N,1,0,0,0,1
962576,10/20 03:00 PM,F3XN,0,0,0,0,0
962575,10/20 02:59 PM,F3N,0,1,0,0,1
962574,10/20 02:58 PM,F3XN,10,1,0,0,11
962573,10/20 02:58 PM,F3A,104,124,0,2,230
962572,10/20 02:58 PM,F3XN,0,3,0,0,3
962571,10/20 02:56 PM,F3XN,0,0,0,0,0
962570,10/20 02:55 PM,F3XN,43,3,0,0,46
962569,10/20 02:55 PM,F3XN,326,245,0,171,742
962568,10/20 02:55 PM,F3XN,0,1,0,0,1
962567,10/20 02:54 PM,F3XN,0,0,0,0,0
962566,10/20 02:53 PM,F3XN,0,0,0,0,0
962565,10/20 02:53 PM,F3XN,27,17,0,7,51
962564,10/20 02:52 PM,F3XN,0,5,0,0,5
962563,10/20 02:52 PM,F3XA,182,15,0,110,307
962562,10/20 02:52 PM,F6N,2,0,0,0,2
962561,10/20 02:51 PM,F3XN,0,1,0,0,1
962560,10/20 02:51 PM,F3XN,0,2,3,0,5
962559,10/20 02:51 PM,F3XN,113,115,0,292,520
962558,10/20 02:51 PM,F3XN,0,3,0,0,3
962557,10/20 02:50 PM,F3XN,2,3,0,0,5
962556,10/20 02:50 PM,F3XN,0,2,0,0,2
962555,10/20 02:49 PM,F3N,20,64,0,0,84
962554,10/20 02:49 PM,F3XN,215,47,0,0,262
962553,10/20 02:48 PM,F6N,5,0,0,0,5
962552,10/20 02:48 PM,F3XN,0,0,0,0,0
962551,10/20 02:47 PM,F3XN,0,1,0,0,1
962550,10/20 02:47 PM,F3A,104,124,0,2,230
962549,10/20 02:47 PM,F3XN,0,3,0,0,3
962548,10/20 02:47 PM,F3XN,0,3,0,0,3
962547,10/20 02:47 PM,F3XN,64,7,0,0,71
962546,10/20 02:47 PM,F3XN,33,6,0,2,41
962545,10/20 02:46 PM,F24N,0,0,6,0,6
962544,10/20 02:46 PM,F3XN,0,1,0,0,1
962543,10/20 02:46 PM,F3XN,28,5,0,2,35
962542,10/20 02:45 PM,F3XN,63,27,0,0,90
962541,10/20 02:45 PM,F3XN,41,3,0,0,44
962540,10/20 02:44 PM,F3XN,17,150,0,0,167
962539,10/20 02:44 PM,F3XN,2,2,0,0,4
962538,10/20 02:43 PM,F3XN,767,46,0,0,813
962537,10/20 02:43 PM,F3XN,66,10,0,2,78
962536,10/20 02:43 PM,F3XN,1,11,0,0,12
962535,10/20 02:43 PM,F3XA,0,1,0,0,1
962534,10/20 02:43 PM,F3XN,0,35,0,0,35
962533,10/20 02:42 PM,F3XN,102,668,0,1,771
962532,10/20 02:41 PM,F3XN,15,9,0,44,68
962531,10/20 02:41 PM,F3XN,20,25,0,0,45
962530,10/20 02:41 PM,F3XN,18,0,0,0,18
962529,10/20 02:41 PM,F3XN,35,0,0,0,35
962528,10/20 02:41 PM,F3XN,138,9,0,0,147
962527,10/20 02:39 PM,F3PN,0,0,0,0,0
962526,10/20 02:39 PM,F6N,3,0,0,0,3
962525,10/20 02:37 PM,F6N,19,0,0,0,19
962524,10/20 02:37 PM,F3XN,136,38,0,0,174
962523,10/20 02:37 PM,F3XA,1,1,0,0,2
962522,10/20 02:36 PM,F3XN,0,45,0,0,45
962521,10/20 02:36 PM,F3XN,5,0,0,0,5
962520,10/20 02:35 PM,F3XN,0,2,0,2,4
962519,10/20 02:35 PM,F3XN,14,7,0,0,21
962518,10/20 02:35 PM,F6N,3,0,0,0,3
962517,10/20 02:34 PM,F3XA,184,23,0,105,312
962516,10/20 02:34 PM,F3XN,9,15,0,0,24
962515,10/20 02:33 PM,F3XN,0,4,0,0,4
962514,10/20 02:33 PM,F3XN,9,3,0,0,12
962513,10/20 02:32 PM,F3XN,24,1,0,0,25
962512,10/20 02:32 PM,F3XN,10,21,0,0,31
962511,10/20 02:30 PM,F3XN,14,4,0,0,18
962510,10/20 02:30 PM,F99,0,0,0,0,0
962509,10/20 02:30 PM,F3XN,60,5,0,0,65
962508,10/20 02:29 PM,F3XN,0,2,0,0,2
962507,10/20 02:28 PM,F3XN,15,13,0,0,28
962506,10/20 02:28 PM,F3XA,510,90,0,1,601
962505,10/20 02:28 PM,F3XN,14,13,0,0,27
962504,10/20 02:28 PM,F3XN,30,0,0,0,30
962503,10/20 02:27 PM,F3XN,0,0,0,0,0
962502,10/20 02:27 PM,F3XA,0,2,0,2,4
962501,10/20 02:27 PM,F3XN,17,2,0,0,19
962500,10/20 02:27 PM,F3XN,0,8,0,0,8
962499,10/20 02:26 PM,F3XN,39,71,0,0,110
962498,10/20 02:26 PM,F3XN,0,0,0,0,0
962497,10/20 02:26 PM,F6N,2,0,0,0,2
962496,10/20 02:26 PM,F3XN,7,17,0,0,24
962495,10/20 02:25 PM,F3N,30,11,0,0,41
962494,10/20 02:25 PM,F3XN,0,8,0,4,12
962493,10/20 02:25 PM,F3XN,2,0,0,0,2
962492,10/20 02:24 PM,F3XN,44,0,0,0,44
962491,10/20 02:23 PM,F3XN,524,318,0,173,1015
962490,10/20 02:23 PM,F6N,1,0,0,0,1
962489,10/20 02:23 PM,F3XN,750,2,0,1,753
962488,10/20 02:23 PM,F3XN,0,0,0,0,0
962487,10/20 02:23 PM,F3XN,0,0,0,7,7
962486,10/20 02:21 PM,F3N,0,0,0,22,22
962485,10/20 02:21 PM,F3XN,0,0,0,0,0
962484,10/20 02:21 PM,F3XN,13,13,0,0,26
962483,10/20 02:20 PM,F3XN,92,24,0,0,116
962482,10/20 02:19 PM,F3XN,31,13,0,258,302
962481,10/20 02:19 PM,F3XN,0,0,0,0,0
962480,10/20 02:19 PM,F3XN,13,1,0,0,14
962479,10/20 02:19 PM,F3XA,1,4,0,6,11
962478,10/20 02:17 PM,F3XN,191,10,0,0,201
962477,10/20 02:17 PM,F3XA,233,29,0,67,329
962476,10/20 02:15 PM,F3XN,13,5,0,2,20
962475,10/20 02:14 PM,F6N,1,0,0,0,1
962474,10/20 02:14 PM,F3XN,2,5,0,0,7
962473,10/20 02:14 PM,F3XN,88,7,0,0,95
962472,10/20 02:14 PM,F3XN,59,7,0,0,66
962471,10/20 02:13 PM,F3XN,22,20,0,0,42
962470,10/20 02:13 PM,F3XN,3,2,0,0,5
962469,10/20 02:09 PM,F3XN,0,1,0,0,1
962468,10/20 02:09 PM,F3XN,171552,3915,307,6,175780
962467,10/20 02:07 PM,F3XN,0,0,0,0,0
962466,10/20 02:07 PM,F3XN,1,3,0,0,4
962465,10/20 02:06 PM,F5N,0,0,114,0,114
962464,10/20 02:06 PM,F3XN,54,7,0,0,61
962463,10/20 02:06 PM,F3XN,3,6,0,0,9
962462,10/20 02:05 PM,F3XN,667,29,0,0,696
962461,10/20 02:04 PM,F3XN,0,0,0,0,0
962460,10/20 02:04 PM,F3XA,136,23,0,57,216
962459,10/20 02:03 PM,F3XN,224,64,0,0,288
962458,10/20 02:03 PM,F3XN,22,21,0,1,44
962457,10/20 02:03 PM,F3XN,2,3,0,0,5
962456,10/20 02:02 PM,F3XN,187,143,0,0,330
962455,10/20 02:02 PM,F6N,1,0,0,0,1
962454,10/20 02:02 PM,F24N,0,0,1,0,1
962453,10/20 02:02 PM,F3XN,18,5,0,0,23
962452,10/20 02:00 PM,F3XN,0,0,0,0,0
962451,10/20 01:59 PM,F6N,6,0,0,0,6
962450,10/20 01:59 PM,F3XN,10,12,0,0,22
962449,10/20 01:58 PM,F6N,1,0,0,0,1
962448,10/20 01:58 PM,F6N,3,0,0,0,3
962447,10/20 01:57 PM,F3XN,199,11,0,0,210
962446,10/20 01:56 PM,F6N,2,0,0,0,2
962445,10/20 01:56 PM,F3XA,1,4,0,3,8
962444,10/20 01:56 PM,F3XA,22,25,0,0,47
962443,10/20 01:56 PM,F3XN,165,202,0,255,622
962442,10/20 01:55 PM,F3XN,0,8,0,0,8
962441,10/20 01:55 PM,F3XN,2,0,0,0,2
962440,10/20 01:55 PM,F3XN,3,1,0,0,4
962439,10/20 01:55 PM,F3XN,6,3,1,2,12
962438,10/20 01:53 PM,F3XN,66,8,0,7,81
962437,10/20 01:53 PM,F3XN,2,0,0,0,2
962436,10/20 01:52 PM,F3XA,102,21,0,81,204
962435,10/20 01:52 PM,F3XN,6,23,0,0,29
962434,10/20 01:51 PM,F3XN,0,12,0,0,12
962433,10/20 01:51 PM,F3XN,56,6,0,91,153
962432,10/20 01:51 PM,F3XN,549,55,0,0,604
962431,10/20 01:50 PM,F3XN,0,1,5,0,6
962430,10/20 01:50 PM,F3XN,15,17,0,2,34
962429,10/20 01:50 PM,F3XN,4,4,0,3,11
962428,10/20 01:49 PM,F3XN,160,12,0,0,172
962427,10/20 01:48 PM,F6N,8,0,0,0,8
962426,10/20 01:48 PM,F5N,0,0,1,0,1
962425,10/20 01:48 PM,F3XN,0,44,0,0,44
962424,10/20 01:47 PM,F3XN,212,43,0,1,256
962423,10/20 01:47 PM,F6N,2,0,0,0,2
962422,10/20 01:47 PM,F6N,4,0,0,0,4
962421,10/20 01:47 PM,F5N,0,0,1,0,1
962420,10/20 01:47 PM,F6N,1,0,0,0,1
962419,10/20 01:46 PM,F3XN,1,1,0,0,2
962418,10/20 01:46 PM,F3XN,19,0,0,0,19
962417,10/20 01:46 PM,F24N,0,0,3,0,3
