filing_number,time_filed,form_type,skeda_lines,skedb_lines,skede_lines,other_lines,total_lines
962416,10/20 01:45 PM,F3XN,11,6,0,0,17
962415,10/20 01:45 PM,F3XN,254,29,0,0,283
962414,10/20 01:44 PM,F3XN,450,58,0,0,508
962413,10/20 01:44 PM,F3XN,54,20,0,0,74
962412,10/20 01:44 PM,F24N,0,0,1,0,1
962411,10/20 01:43 PM,F3XN,52,1,0,0,53
962410,10/20 01:42 PM,F99,0,0,0,0,0
962409,10/20 01:42 PM,F3XN,1,70,0,0,71
962408,10/20 01:42 PM,F3XN,0,3,0,0,3
962407,10/20 01:41 PM,F3XA,249,7,0,0,256
962406,10/20 01:41 PM,F6N,3,0,0,0,3
962405,10/20 01:41 PM,F3XN,30,0,0,0,30
962404,10/20 01:40 PM,F3XN,4,8,0,0,12
962403,10/20 01:40 PM,F3XN,21,1,0,0,22
962402,10/20 01:40 PM,F3XN,277,49,0,1,327
962401,10/20 01:39 PM,F3XN,0,3,0,0,3
962400,10/20 01:39 PM,F3XA,26,21,0,1,48
962399,10/20 01:39 PM,F3XN,0,2,0,0,2
962398,10/20 01:38 PM,F3XN,78,23,0,0,101
962397,10/20 01:38 PM,F3XN,7,9,0,2,18
962396,10/20 01:38 PM,F3XN,56,289,0,0,345
962395,10/20 01:38 PM,F3XN,8,4,0,0,12
962394,10/20 01:37 PM,F3XN,0,0,0,0,0
962393,10/20 01:37 PM,F3XN,34,82,0,0,116
962392,10/20 01:36 PM,F6N,22,0,0,0,22
962391,10/20 01:36 PM,F3XA,8,12,0,0,20
962390,10/20 01:35 PM,F3N,0,3,0,0,3
962389,10/20 01:35 PM,F24N,0,0,3,0,3
962388,10/20 01:33 PM,F3XN,5,1,0,0,6
962387,10/20 01:32 PM,F3XN,77,43,0,0,120
962386,10/20 01:31 PM,F3XN,1,0,0,0,1
962385,10/20 01:31 PM,F3XA,53,12,0,5,70
962384,10/20 01:31 PM,F3XN,10,0,0,0,10
962383,10/20 01:27 PM,F3XN,649,422,0,0,1071
962382,10/20 01:27 PM,F3XA,255,54,0,56,365
962381,10/20 01:27 PM,F3N,0,0,0,0,0
962380,10/20 01:27 PM,F3XN,521,39,0,0,560
962379,10/20 01:26 PM,F3XN,0,1,0,0,1
962378,10/20 01:25 PM,F3XN,291,33,0,0,324
962377,10/20 01:24 PM,F3XN,34,2,0,0,36
962376,10/20 01:23 PM,F3XN,0,3,0,1,4
962375,10/20 01:22 PM,F6N,4,0,0,0,4
962374,10/20 01:22 PM,F3XN,84,3,0,0,87
962373,10/20 01:22 PM,F3XN,182,147,0,28,357
962372,10/20 01:22 PM,F3XN,160,5,0,0,165
962371,10/20 01:21 PM,F3XN,0,4,0,0,4
962370,10/20 01:21 PM,F3XN,592,117,0,0,709
962369,10/20 01:21 PM,F3XN,3,1,0,0,4
962368,10/20 01:20 PM,F3N,13,39,0,0,52
962367,10/20 01:18 PM,F3XN,6,30,0,1,37
962366,10/20 01:18 PM,F6N,1,0,0,0,1
962365,10/20 01:18 PM,F3XN,50,14,0,0,64
962364,10/20 01:17 PM,F3XN,395,22,0,0,417
962363,10/20 01:17 PM,F3XN,12,0,0,0,12
962362,10/20 01:16 PM,F3XN,46,28,0,0,74
962361,10/20 01:16 PM,F3XN,612,51,0,0,663
962360,10/20 01:16 PM,F3XN,36,1,0,0,37
962359,10/20 01:16 PM,F3XN,232,1,0,0,233
962358,10/20 01:15 PM,F3XN,0,3,0,0,3
962357,10/20 01:15 PM,F3XN,0,0,0,0,0
962356,10/20 01:14 PM,F3XN,0,4,0,0,4
962355,10/20 01:13 PM,F3XN,366,59,0,0,425
962354,10/20 01:13 PM,F3XN,2,11,0,8,21
962353,10/20 01:12 PM,F3XN,8,1,0,0,9
962352,10/20 01:12 PM,F3XN,12,12,0,0,24
962351,10/20 01:12 PM,F6A,4,0,0,0,4
962350,10/20 01:11 PM,F3XN,11,2,0,0,13
962349,10/20 01:11 PM,F3XN,0,0,0,0,0
962348,10/20 01:10 PM,F3XN,58,4,0,0,62
962347,10/20 01:10 PM,F3XN,0,1,0,0,1
962346,10/20 01:09 PM,F3XN,6,8,0,0,14
962345,10/20 01:08 PM,F3XN,0,0,0,0,0
962344,10/20 01:08 PM,F3XN,0,0,0,0,0
962343,10/20 01:08 PM,F24N,0,0,2,0,2
962342,10/20 01:08 PM,F6N,3,0,0,0,3
962341,10/20 01:03 PM,F3XN,4,12,0,0,16
962340,10/20 01:02 PM,F3XN,15,172,4114,0,4301
962339,10/20 01:02 PM,F3XN,11,0,0,0,11
962338,10/20 01:02 PM,F6N,1,0,0,0,1
962337,10/20 01:02 PM,F3XN,186,23,0,0,209
962336,10/20 01:01 PM,F3XN,6,3,0,0,9
962335,10/20 01:01 PM,F3XN,0,1,0,0,1
962334,10/20 12:59 PM,F6N,3,0,0,0,3
962333,10/20 12:59 PM,F6N,1,0,0,0,1
962332,10/20 12:59 PM,F3A,556,268,0,21,845
962331,10/20 12:58 PM,F6N,1,0,0,0,1
962330,10/20 12:58 PM,F3XN,98,66,0,0,164
962329,10/20 12:58 PM,F3XN,5,9,0,0,14
962328,10/20 12:58 PM,F3XN,168,40,0,1,209
962327,10/20 12:57 PM,F3XN,0,0,10,0,10
962326,10/20 12:57 PM,F3XN,0,0,0,0,0
962325,10/20 12:57 PM,F6N,2,0,0,0,2
962324,10/20 12:56 PM,F3XN,0,2,0,1,3
962323,10/20 12:56 PM,F3XN,18,18,0,0,36
962322,10/20 12:55 PM,F24N,0,0,1,0,1
962321,10/20 12:54 PM,F6N,1,0,0,0,1
962320,10/20 12:53 PM,F3XN,3,5,0,0,8
962319,10/20 12:53 PM,F3XN,11,1,0,0,12
962318,10/20 12:52 PM,F3XN,88,15,0,0,103
962317,10/20 12:52 PM,F6N,2,0,0,0,2
962316,10/20 12:52 PM,F6N,4,0,0,0,4
962315,10/20 12:48 PM,F6N,4,0,0,0,4
962314,10/20 12:47 PM,F6N,2,0,0,0,2
962313,10/20 12:47 PM,F3XN,7,11,0,0,18
962312,10/20 12:46 PM,F3XN,0,2,0,0,2
962311,10/20 12:45 PM,F6N,4,0,0,0,4
962310,10/20 12:43 PM,F3XN,160,19,0,0,179
962309,10/20 12:43 PM,F3XN,1041,218,0,0,1259
962308,10/20 12:40 PM,F3XN,58,47,0,47,152
962307,10/20 12:40 PM,F6N,9,0,0,0,9
962306,10/20 12:39 PM,F3XN,31,10,0,0,41
962305,10/20 12:39 PM,F3XN,1,0,0,0,1
962304,10/20 12:37 PM,F3XN,0,0,0,0,0
962303,10/20 12:34 PM,F3XN,0,7,0,0,7
962302,10/20 12:33 PM,F6N,2,0,0,0,2
962301,10/20 12:32 PM,F3XN,18,16,0,0,34
962300,10/20 12:30 PM,F3XN,21,0,0,19,40
962299,10/20 12:30 PM,F3XN,29,13,0,0,42
962298,10/20 12:29 PM,F3XN,140,32,0,268,440
962297,10/20 12:29 PM,F6N,1,0,0,0,1
962296,10/20 12:29 PM,F3XN,2,6,0,0,8
962295,10/20 12:24 PM,F3XN,392,18,0,0,410
962294,10/20 12:22 PM,F3XN,425,21,0,0,446
962293,10/20 12:22 PM,F3XN,13,3,0,0,16
962292,10/20 12:21 PM,F3XN,2,1,2,0,5
962291,10/20 12:21 PM,F3XN,29,3,0,58,90
962290,10/20 12:19 PM,F3XN,137,78,0,0,215
962289,10/20 12:19 PM,F3XN,131,18,0,0,149
962288,10/20 12:17 PM,F3XN,0,0,0,0,0
962287,10/20 12:16 PM,F3XN,0,0,0,0,0
962286,10/20 12:15 PM,F3XN,15,10,0,0,25
962285,10/20 12:11 PM,F3XN,1,0,0,0,1
962284,10/20 12:11 PM,F3XA,0,0,0,0,0
962283,10/20 12:10 PM,F3XN,154,99,0,0,253
962282,10/20 12:10 PM,F3XN,14,24,0,0,38
962281,10/20 12:08 PM,F3XN,108,53,1,0,162
962280,10/20 12:07 PM,F3XN,0,1,0,0,1
962279,10/20 12:06 PM,F3XN,1228,18,0,0,1246
962278,10/20 12:05 PM,F3XN,150,27,0,158,335
962277,10/20 12:04 PM,F3XN,0,3,0,0,3
962276,10/20 12:04 PM,F3XN,112,7,0,0,119
962275,10/20 12:04 PM,F3XN,0,0,0,0,0
962274,10/20 12:04 PM,F3XN,52,26,0,117,195
962273,10/20 12:03 PM,F3N,0,1,0,1,2
962272,10/20 12:01 PM,F3XN,4,3,0,0,7
962271,10/20 12:00 PM,F3XN,0,12,0,0,12
962270,10/20 12:00 PM,F3XN,8,19,0,0,27
962269,10/20 12:00 PM,F3XN,0,1,0,0,1
962268,10/20 12:00 PM,F3XN,86,6,0,0,92
962267,10/20 11:59 AM,F3XN,0,0,0,0,0
962266,10/20 11:59 AM,F3XN,61,0,0,0,61
962265,10/20 11:59 AM,F3XN,0,0,0,0,0
962264,10/20 11:58 AM,F3XN,5,9,0,0,14
962263,10/20 11:58 AM,F3XN,101,15,0,0,116
962262,10/20 11:57 AM,F3XN,29,1,0,0,30
962261,10/20 11:57 AM,F3XN,181,30,0,0,211
962260,10/20 11:56 AM,F3XN,23,8,0,0,31
962259,10/20 11:55 AM,F3XN,25,61,57,16,159
962258,10/20 11:53 AM,F3XN,277,8,0,0,285
962257,10/20 11:52 AM,F3XN,115,261,0,0,376
962256,10/20 11:52 AM,F3A,127,171,0,3,301
962255,10/20 11:51 AM,F3XN,76,47,0,0,123
962254,10/20 11:50 AM,F3XN,39,4,0,0,43
962253,10/20 11:49 AM,F3XN,18,4,0,0,22
962252,10/20 11:48 AM,F3XN,7,1,0,37,45
962251,10/20 11:48 AM,F3XN,301,15,0,0,316
962250,10/20 11:45 AM,F3XN,5,0,0,33,38
962249,10/20 11:44 AM,F3XN,4,3,0,0,7
962248,10/20 11:44 AM,F3XN,85,4,0,0,89
962247,10/20 11:43 AM,F3XN,2744,122,0,143,3009
962246,10/20 11:42 AM,F6N,1,0,0,0,1
962245,10/20 11:42 AM,F3XN,0,1,0,0,1
962244,10/20 11:41 AM,F3XN,17,20,0,0,37
962243,10/20 11:40 AM,F3XN,0,0,0,0,0
962242,10/20 11:38 AM,F3XN,9,36,0,0,45
962241,10/20 11:38 AM,F3XN,54,1,0,0,55
962240,10/20 11:37 AM,F3XN,0,1,0,0,1
962239,10/20 11:37 AM,F3XN,2720,257,0,0,2977
962238,10/20 11:37 AM,F3XN,62,41,0,0,103
962237,10/20 11:36 AM,F3XN,13,27,0,0,40
962236,10/20 11:34 AM,F3N,0,4,0,1,5
962235,10/20 11:33 AM,F3XN,73,7,0,0,80
962234,10/20 11:33 AM,F3XN,4,5,0,0,9
962233,10/20 11:32 AM,F3XN,27,43,0,0,70
962232,10/20 11:30 AM,F3XN,16,5,0,0,21
962231,10/20 11:30 AM,F3XN,2,4,0,0,6
962230,10/20 11:29 AM,F3XN,0,0,0,0,0
962229,10/20 11:28 AM,F6N,3,0,0,0,3
962228,10/20 11:27 AM,F3XN,0,0,0,0,0
962227,10/20 11:27 AM,F3XN,5,2,0,0,7
962226,10/20 11:27 AM,F3XN,138,149,0,0,287
962225,10/20 11:26 AM,F3XN,301,30,0,0,331
962224,10/20 11:26 AM,F3XN,122,3,0,0,125
962223,10/20 11:25 AM,F3XN,7,0,0,0,7
962222,10/20 11:25 AM,F3XN,19,2,0,0,21
962221,10/20 11:24 AM,F3XN,1,0,0,0,1
962220,10/20 11:23 AM,F3XN,0,0,0,0,0
962219,10/20 11:23 AM,F3XN,30,0,0,0,30
962218,10/20 11:22 AM,F3XN,13,9,0,0,22
962217,10/20 11:21 AM,F3XN,19,4,0,0,23
962216,10/20 11:21 AM,F3XN,6,11,0,0,17
962215,10/20 11:19 AM,F3XN,1,0,0,0,1
962214,10/20 11:19 AM,F3XN,24,11,1,1,37
962213,10/20 11:18 AM,F3XN,18,11,0,0,29
962212,10/20 11:17 AM,F3XN,95,1,0,0,96
962211,10/20 11:17 AM,F3XN,0,2,0,0,2
962210,10/20 11:17 AM,F3XN,0,0,0,0,0
962209,10/20 11:15 AM,F3XN,0,0,0,0,0
962208,10/20 11:14 AM,F3XN,1,4,0,0,5
962207,10/20 11:14 AM,F3XN,189,212,0,0,401
962206,10/20 11:13 AM,F3XN,28,14,0,0,42
962205,10/20 11:13 AM,F3XN,0,0,0,0,0
962204,10/20 11:13 AM,F3XN,0,1,0,0,1
962203,10/20 11:12 AM,F3XN,29,9,0,0,38
962202,10/20 11:12 AM,F3XN,1525,113,0,0,1638
962201,10/20 11:11 AM,F6N,2,0,0,0,2
962200,10/20 11:11 AM,F3XN,0,0,0,3,3
962199,10/20 11:10 AM,F3XN,0,3,0,0,3
962198,10/20 11:10 AM,F3XN,1,4,0,23,28
962197,10/20 11:10 AM,F3XN,29,20,0,0,49
962196,10/20 11:09 AM,F3XN,100,2,0,0,102
962195,10/20 11:09 AM,F3XN,586,16,0,0,602
962194,10/20 10:46 AM,F5N,0,0,1,0,1
962193,10/20 11:07 AM,F3XN,5,13,0,0,18
962192,10/20 11:07 AM,F3XN,19,31,0,1,51
962191,10/20 11:06 AM,F3XN,375,34,0,0,409
962190,10/20 11:06 AM,F3XN,59,145,0,31,235
962189,10/20 11:05 AM,F3XN,3,2,0,2,7
962188,10/20 11:04 AM,F24N,0,0,4,0,4
962187,10/20 11:04 AM,F3XN,13,9,0,0,22
962186,10/20 11:03 AM,F3XA,6,10,0,2,18
962185,10/20 11:03 AM,F24A,0,0,20,0,20
962184,10/20 11:03 AM,F3XN,0,0,0,1,1
962183,10/20 11:03 AM,F3XN,236,116,0,0,352
962182,10/20 11:02 AM,F6N,2,0,0,0,2
962181,10/20 11:02 AM,F3XN,1,2,0,0,3
962180,10/20 11:02 AM,F24N,0,0,1,0,1
962179,10/20 11:02 AM,F3XN,0,1,0,0,1
962178,10/20 11:01 AM,F3XN,34,8,0,0,42
962177,10/20 11:01 AM,F3XN,235,33,0,0,268
962176,10/20 11:01 AM,F3XN,44,2,0,0,46
962175,10/20 11:01 AM,F3XN,117,2,0,0,119
962174,10/20 11:01 AM,F3XA,6,9,0,0,15
962173,10/20 11:01 AM,F6N,7,0,0,0,7
962172,10/20 10:59 AM,F3XN,0,0,0,0,0
962171,10/20 10:59 AM,F3XN,8,2,0,0,10
962170,10/20 10:59 AM,F3XN,437,101,0,0,538
962169,10/20 10:58 AM,F3XN,24,11,0,0,35
962168,10/20 10:58 AM,F3XN,0,2,0,0,2
962167,10/20 10:57 AM,F3XN,13,10,0,0,23
962166,10/20 10:56 AM,F3XN,0,0,0,0,0
962165,10/20 10:56 AM,F3XN,2,3,0,0,5
962164,10/20 10:55 AM,F3XN,159,24,0,0,183
962163,10/20 10:54 AM,F3XN,2,58,0,0,60
962162,10/20 10:53 AM,F3XN,0,2,0,0,2
962161,10/20 10:52 AM,F3XN,61,6,0,0,67
962160,10/20 10:52 AM,F3XN,0,16,0,0,16
962159,10/20 10:50 AM,F3XN,0,2,0,0,2
962158,10/20 10:50 AM,F3XN,114,1,0,0,115
962157,10/20 10:50 AM,F3XN,1703,166,0,137,2006
962156,10/20 10:50 AM,F3XN,2,9,0,5,16
962155,10/20 10:50 AM,F3XN,44,203,0,0,247
962154,10/20 10:49 AM,F3XN,216,35,4,12,267
962153,10/20 10:49 AM,F3XN,0,1,0,0,1
962152,10/20 10:48 AM,F3XN,32,8,0,0,40
962151,10/20 10:47 AM,F3XN,310,12,0,0,322
962150,10/20 10:46 AM,F3N,0,1,0,0,1
962149,10/20 10:45 AM,F3N,30,25,0,0,55
962148,10/20 10:45 AM,F6N,2,0,0,0,2
962147,10/20 10:45 AM,F3N,9,23,0,0,32
962146,10/20 10:45 AM,F3XN,64,5,0,0,69
962145,10/20 10:44 AM,F3XN,1,2,0,0,3
962144,10/20 10:44 AM,F3N,0,0,0,0,0
962143,10/20 10:44 AM,F3XN,35,22,0,0,57
962142,10/20 10:43 AM,F3XN,78,1,0,0,79
962141,10/20 10:43 AM,F3XN,11,3,0,0,14
962140,10/20 10:42 AM,F3XN,1263,31,0,0,1294
962138,10/20 10:40 AM,F3XN,32,1,0,0,33
962137,10/20 10:39 AM,F1N,0,0,0,0,0
962136,10/20 10:39 AM,F3N,6,0,0,4,10
962135,10/20 10:39 AM,F3XN,0,0,0,0,0
962134,10/20 10:38 AM,F3XN,0,18,0,0,18
962133,10/20 10:38 AM,F3XN,0,3,0,0,3
962132,10/20 10:38 AM,F6N,1,0,0,0,1
962131,10/20 10:37 AM,F3XN,0,0,0,0,0
962130,10/20 10:37 AM,F3XN,9,14,0,0,23
962129,10/20 10:36 AM,F24N,0,0,3,0,3
962128,10/20 10:34 AM,F3XN,64,2,0,0,66
962127,10/20 10:33 AM,F3XN,0,5,0,0,5
962126,10/20 10:33 AM,F3XN,141,57,0,1,199
962125,10/20 10:33 AM,F3N,5,18,0,24,47
962124,10/20 10:32 AM,F3XN,0,1,0,0,1
962123,10/20 10:32 AM,F3XN,13,89,0,70,172
962122,10/20 10:32 AM,F3XN,1,14,0,0,15
962121,10/20 10:31 AM,F3XN,1,2,0,0,3
962120,10/20 10:31 AM,F3XN,20,13,0,0,33
962119,10/20 10:31 AM,F3XN,1,0,0,0,1
962118,10/20 10:31 AM,F3XN,122,13,0,0,135
962117,10/20 10:30 AM,F3XN,9,3,0,0,12
962116,10/20 10:29 AM,F3XN,49,12,0,0,61
962115,10/20 10:28 AM,F3XN,46,1,0,0,47
962114,10/20 10:27 AM,F3XA,217,35,0,0,252
962113,10/20 10:26 AM,F3XN,0,1,0,0,1
962112,10/20 10:26 AM,F24N,0,0,4,0,4
962111,10/20 10:26 AM,F6N,2,0,0,0,2
962110,10/20 10:24 AM,F3XN,20,11,0,0,31
962109,10/20 10:23 AM,F3XN,6,2,0,0,8
962108,10/20 10:23 AM,F3XN,94,1,0,0,95
962107,10/20 10:22 AM,F3XN,83,6,0,0,89
962106,10/20 10:22 AM,F3A,174,67,0,3,244
962105,10/20 10:20 AM,F3XN,367,122,0,0,489
962104,10/20 10:19 AM,F3XN,0,1,0,0,1
962103,10/20 10:18 AM,F3XN,0,1,0,0,1
962102,10/20 10:17 AM,F3XN,555,40,0,0,595
962101,10/20 10:17 AM,F3XN,65,9,0,0,74
962100,10/20 10:17 AM,F3XN,3,3,0,0,6
962099,10/20 10:16 AM,F3XN,2,9,0,0,11
962098,10/20 10:16 AM,F3XN,320,88,0,0,408
962097,10/20 10:14 AM,F3XN,98,2,0,0,100
962096,10/20 10:14 AM,F24N,0,0,4,0,4
962095,10/20 10:13 AM,F3XN,3,47,0,1,51
962094,10/20 10:11 AM,F3XN,31,16,0,0,47
962093,10/20 10:11 AM,F6N,1,0,0,0,1
962092,10/20 10:10 AM,F3XN,25,1,0,0,26
962091,10/20 10:09 AM,F6N,1,0,0,0,1
962090,10/20 10:09 AM,F3XN,12,25,0,0,37
962089,10/20 10:08 AM,F3A,37,75,0,0,112
962088,10/20 10:06 AM,F3XN,13,15,0,0,28
962087,10/20 10:06 AM,F3XN,0,2,0,0,2
962086,10/20 10:06 AM,F3XN,31,1,0,0,32
962085,10/20 10:05 AM,F3XN,1,6,0,0,7
962084,10/20 10:04 AM,F3XN,1,0,0,0,1
962083,10/20 10:02 AM,F6N,1,0,0,0,1
962082,10/20 10:02 AM,F3XN,5,12,0,0,17
962081,10/20 10:01 AM,F3XN,8,4,0,0,12
962080,10/20 10:01 AM,F3XN,7,4,0,0,11
962079,10/20 09:59 AM,F3XN,16,0,0,0,16
962078,10/20 09:59 AM,F3XN,0,0,0,0,0
962077,10/20 09:58 AM,F3XN,0,1,0,0,1
962076,10/20 09:58 AM,F3XN,187,26,0,0,213
962075,10/20 09:56 AM,F3XN,21,6,0,1,28
962074,10/20 09:55 AM,F6N,1,0,0,0,1
962073,10/20 09:55 AM,F3XN,251,21,0,1,273
962072,10/20 09:55 AM,F3XN,0,23,0,0,23
962071,10/20 09:54 AM,F3XN,65,26,0,0,91
962070,10/20 09:53 AM,F3XN,56,6,0,0,62
962069,10/20 09:51 AM,F3XA,56,1,0,0,57
962068,10/20 09:51 AM,F6N,1,0,0,0,1
962067,10/20 09:50 AM,F3XN,0,1,0,0,1
962066,10/20 09:50 AM,F99,0,0,0,0,0
962065,10/20 09:50 AM,F3XN,11,19,0,0,30
962064,10/20 09:48 AM,F6N,1,0,0,0,1
962063,10/20 09:47 AM,F3XN,0,3,0,0,3
962062,10/20 09:46 AM,F6N,1,0,0,0,1
962061,10/20 09:46 AM,F3XN,15,9,0,0,24
962060,10/20 09:45 AM,F3XN,0,1,0,0,1
962059,10/20 09:44 AM,F3XN,0,15,0,1,16
962058,10/20 09:44 AM,F3XN,2,7,0,0,9
962057,10/20 09:44 AM,F3XN,4,4,0,0,8
962056,10/20 09:42 AM,F3XA,51,9,0,0,60
962055,10/20 09:41 AM,F3XN,0,0,0,0,0
962054,10/20 09:41 AM,F3XA,45,5,0,0,50
962053,10/20 09:41 AM,F3XN,4,24,0,0,28
962052,10/20 09:40 AM,F3XA,33,5,0,0,38
962051,10/20 09:39 AM,F3XA,31,3,0,0,34
962050,10/20 09:39 AM,F3XN,386,20,0,0,406
962049,10/20 09:35 AM,F3XA,0,0,124,52,176
962048,10/20 09:34 AM,F6N,3,0,0,0,3
962047,10/20 09:33 AM,F3XA,11,1,0,0,12
962046,10/20 09:32 AM,F3XN,26,2,0,0,28
962045,10/20 09:32 AM,F3XA,3,4,0,0,7
962044,10/20 09:30 AM,F3XN,301,11,0,0,312
962043,10/20 09:29 AM,F3XA,1,1,0,0,2
962042,10/20 09:28 AM,F3XA,140,2,0,0,142
962041,10/20 09:27 AM,F3XN,88,12,0,1,101
962040,10/20 09:27 AM,F3XN,25,0,0,0,25
962039,10/20 09:26 AM,F3XN,52,0,0,0,52
962038,10/20 09:23 AM,F3XN,49,31,0,0,80
962037,10/20 09:23 AM,F6N,5,0,0,0,5
962036,10/20 09:21 AM,F3XA,55,50,0,0,105
962035,10/20 09:21 AM,F3XN,0,1,0,0,1
962034,10/20 09:20 AM,F3XN,44,5,0,0,49
962033,10/20 09:18 AM,F3XN,397,43,0,0,440
962032,10/20 09:18 AM,F3XA,19,21,0,0,40
962031,10/20 09:16 AM,F3XN,122,25,0,0,147
962030,10/20 09:15 AM,F3XA,16,8,0,0,24
962029,10/20 09:14 AM,F3XN,0,2,0,0,2
962028,10/20 09:14 AM,F3XN,0,4,0,0,4
962027,10/20 09:13 AM,F3XN,1264,169,0,0,1433
962026,10/20 09:12 AM,F3XN,1,0,0,0,1
962025,10/20 09:09 AM,F3XN,43,4,0,0,47
962024,10/20 09:08 AM,F3XA,36,0,0,1,37
962023,10/20 09:06 AM,F3XN,9,1,0,0,10
962022,10/20 09:04 AM,F3XN,0,0,0,0,0
962021,10/20 09:03 AM,F3XN,197,202,0,0,399
962020,10/20 09:02 AM,F3XA,139,5,0,0,144
962019,10/20 09:02 AM,F3XN,3,0,0,0,3
962018,10/20 09:01 AM,F3XA,56,0,0,0,56
962017,10/20 09:00 AM,F3XA,57,2,0,0,59
962016,10/20 09:00 AM,F3XN,259,1,0,0,260
962015,10/20 08:59 AM,F3XA,58,1,0,0,59
962014,10/20 08:59 AM,F3XN,0,1,0,0,1
962013,10/20 08:57 AM,F3XN,0,4,0,0,4
962012,10/20 08:55 AM,F24N,0,0,1,0,1
962011,10/20 08:53 AM,F3XN,0,5,0,0,5
962010,10/20 08:53 AM,F3XN,0,1,0,0,1
962009,10/20 08:48 AM,F3XN,0,3,0,1,4
962008,10/20 08:46 AM,F3XN,0,133,0,4,137
962007,10/20 08:43 AM,F3XN,0,0,0,0,0
962006,10/20 08:42 AM,F6N,1,0,0,0,1
962005,10/20 08:37 AM,F3XN,0,0,0,0,0
962004,10/20 08:33 AM,F3N,7,11,0,6,24
962003,10/20 08:25 AM,F3XN,132,66,0,0,198
961980,10/20 08:06 AM,F3XN,131,34,0,0,165
961975,10/20 08:05 AM,F3XN,168,6,0,0,174
961967,10/20 08:04 AM,F24N,0,0,1,0,1
961960,10/20 07:54 AM,F3XN,1,5,0,0,6
961959,10/20 07:52 AM,F3XN,653,113,0,0,766
961958,10/20 07:51 AM,F3XN,67,6,0,0,73
961957,10/20 07:49 AM,F3XN,689,37,0,0,726
961956,10/20 07:48 AM,F3XN,2,8,0,0,10
961955,10/20 07:45 AM,F3XN,11,3,0,0,14
961954,10/20 07:42 AM,F3XN,0,1,0,0,1
961953,10/20 07:41 AM,F3XN,0,4,0,0,4
961952,10/20 07:38 AM,F3XN,0,0,0,0,0
961951,10/20 07:35 AM,F3XN,0,1,0,0,1
961950,10/20 07:32 AM,F3XN,1,0,0,0,1
961949,10/20 07:30 AM,F3XN,1,9,0,0,10
961948,10/20 07:21 AM,F3XN,1,1,0,0,2
961947,10/20 07:19 AM,F3XN,1,4,0,0,5
961946,10/20 07:16 AM,F3XN,0,1,0,0,1
961945,10/20 07:15 AM,F3XN,472,0,0,0,472
961944,10/20 07:13 AM,F3XN,4,7,0,0,11
961943,10/20 07:10 AM,F3XN,0,0,0,0,0
961942,10/20 07:10 AM,F6N,2,0,0,0,2
961941,10/20 07:10 AM,F3XN,42,25,0,0,67
961940,10/20 07:08 AM,F3XN,1,2,0,0,3
961939,10/20 07:05 AM,F3XN,0,3,0,0,3
961938,10/20 07:03 AM,F3XN,0,1,0,0,1
961937,10/20 07:01 AM,F6N,3,0,0,0,3
961936,10/20 07:00 AM,F3XN,0,0,0,0,0
961935,10/20 06:54 AM,F3XN,0,1,0,0,1
961934,10/20 06:49 AM,F3XN,3,1,0,0,4
961933,10/20 06:46 AM,F3XN,14,2,0,0,16
961932,10/20 06:43 AM,F6N,3,0,0,0,3
961931,10/20 06:39 AM,F6N,1,0,0,0,1
961930,10/20 06:35 AM,F6N,3,0,0,0,3
961929,10/20 06:26 AM,F6N,2,0,0,0,2
961928,10/20 06:22 AM,F6N,2,0,0,0,2
961927,10/20 06:16 AM,F6N,3,0,0,0,3
961926,10/20 06:04 AM,F3XN,103,33,0,0,136
961925,10/20 04:53 AM,F3XN,659,85,0,0,744
961924,10/20 03:58 AM,F3XN,0,0,0,0,0
961923,10/20 03:56 AM,F3XN,0,0,0,0,0
961922,10/20 03:37 AM,F3XA,70,205,0,173,448
961921,10/20 02:43 AM,F3A,223,99,0,1,323
961920,10/20 02:11 AM,F6N,1,0,0,0,1
961919,10/20 01:48 AM,F3XN,0,1,2,13,16
961918,10/20 01:37 AM,F3XN,76,64,0,1,141
961917,10/20 12:24 AM,F6N,1,0,0,0,1
